kd_kuliah,th_kur,nama_kuliah,sks,no_kelas,tahun,semester,no_ps_penyelenggara,nama_ps_penyelenggara,sifat
IF2250-2013,2013,Dasar Rekayasa Perangkat Lunak,2,03,2018,2,135,Teknik Informatika,W
IF3111-2013,2013,Pengembangan Aplikasi pada Platform Khusus,2,01,2018,2,135,Teknik Informatika,W
IF3111-2013,2013,Pengembangan Aplikasi pada Platform Khusus,2,02,2018,2,135,Teknik Informatika,W
IF3111-2013,2013,Pengembangan Aplikasi pada Platform Khusus,2,03,2018,2,135,Teknik Informatika,W
IF3230-2013,2013,Sistem Paralel dan Terdistribusi,3,01,2018,2,135,Teknik Informatika,W
IF3230-2013,2013,Sistem Paralel dan Terdistribusi,3,02,2018,2,135,Teknik Informatika,W
IF3230-2013,2013,Sistem Paralel dan Terdistribusi,3,03,2018,2,135,Teknik Informatika,W
IF3240-2013,2013,Sistem Informasi,3,01,2018,2,135,Teknik Informatika,W
IF3240-2013,2013,Sistem Informasi,3,02,2018,2,135,Teknik Informatika,W
IF3240-2013,2013,Sistem Informasi,3,03,2018,2,135,Teknik Informatika,W
IF3250-2013,2013,Proyek Perangkat Lunak,4,01,2018,2,135,Teknik Informatika,W
IF3250-2013,2013,Proyek Perangkat Lunak,4,02,2018,2,135,Teknik Informatika,W
IF3250-2013,2013,Proyek Perangkat Lunak,4,03,2018,2,135,Teknik Informatika,W
IF3260-2013,2013,Grafika Komputer,3,01,2018,2,135,Teknik Informatika,W
IF3260-2013,2013,Grafika Komputer,3,02,2018,2,135,Teknik Informatika,W
IF3260-2013,2013,Grafika Komputer,3,03,2018,2,135,Teknik Informatika,W
IF3280-2013,2013,Socio-informatika dan Profesionalisme,3,01,2018,2,135,Teknik Informatika,W
IF3280-2013,2013,Socio-informatika dan Profesionalisme,3,02,2018,2,135,Teknik Informatika,W
IF3280-2013,2013,Socio-informatika dan Profesionalisme,3,03,2018,2,135,Teknik Informatika,W
IF4020-2013,2013,Kriptografi,3,01,2018,2,135,Teknik Informatika,P
IF4021-2013,2013,Pemodelan dan Simulasi,3,01,2018,2,135,Teknik Informatika,P
IF4033-2013,2013,Keamanan dan Penjaminan Informasi,3,01,2018,2,135,Teknik Informatika,P
IF4040-2013,2013,Pemodelan Data Lanjut,3,01,2018,2,135,Teknik Informatika,P
IF4061-2013,2013,Visualisasi Data dan Informasi,3,01,2018,2,135,Teknik Informatika,P
IF4061-2013,2013,Visualisasi Data dan Informasi,3,02,2018,2,135,Teknik Informatika,P
IF4090-2013,2013,Kerja Praktek,2,01,2018,2,135,Teknik Informatika,W
IF4091-2013,2013,Tugas Akhir I & Seminar,2,01,2018,2,135,Teknik Informatika,W
IF4092-2013,2013,Tugas Akhir II,4,01,2018,2,135,Teknik Informatika,W
IF4092-2013,2013,Tugas Akhir II,4,02,2018,2,135,Teknik Informatika,W
IF5111-2013,2013,Analisa Algoritma,3,01,2018,2,235,Informatika,P
IF5133-2013,2013,Manajemen Proyek Sistem Informasi,2,01,2018,2,235,Informatika,P
IF5134-2013,2013,Sumber Daya Informasi Enterprise,2,01,2018,2,235,Informatika,P
IF5135-2013,2013,Tatakelola Enterprise,2,01,2018,2,235,Informatika,P
IF5136-2013,2013,Strategi & Kebijakan,2,01,2018,2,235,Informatika,P
IF5145-2013,2013,Manajemen Pengembangan Aplikasi,2,01,2018,2,235,Informatika,P
IF5146-2013,2013,Manajemen Resiko Teknologi Informasi,2,01,2018,2,235,Informatika,P
IF5148-2013,2013,Pembelajaran Multimedia,2,01,2018,2,235,Informatika,P
IF5210-2013,2013,Sistem Operasi Lanjut,3,01,2018,2,235,Informatika,P
IF5211-2013,2013,Sistem Terdistribusi Lanjut,2,01,2018,2,235,Informatika,P
IF5282-2013,2013,Pemrosesan Bahasa Alami,2,01,2018,2,235,Informatika,P
II2220-2013,2013,Manajemen Sumber Daya STI,3,01,2018,2,182,Sistem dan Teknologi Informasi,W
II2221-2013,2013,Manajemen Proyek STI,3,01,2018,2,182,Sistem dan Teknologi Informasi,W
II2230-2013,2013,Jaringan Komputer,3,01,2018,2,182,Sistem dan Teknologi Informasi,W
II2240-2013,2013,Analisis Kebutuhan Sistem,3,01,2018,2,182,Sistem dan Teknologi Informasi,W
II3220-2013,2013,Arsitektur Enterprise,3,01,2018,2,182,Sistem dan Teknologi Informasi,W
II3230-2013,2013,Keamanan Informasi,3,01,2018,2,182,Sistem dan Teknologi Informasi,W
II3231-2013,2013,Interaksi Manusia dg Komputer & Antarmuka,3,01,2018,2,182,Sistem dan Teknologi Informasi,W
II3240-2013,2013,Rekayasa Sistem dan Teknologi Informasi,3,01,2018,2,182,Sistem dan Teknologi Informasi,W
II3260-2013,2013,Platform dan Pengembangan Aplikasi Mobile,3,01,2018,2,182,Sistem dan Teknologi Informasi,W
II4034-2013,2013,Pemrosesan Bahasa Alami dan Ucapan,2,01,2018,2,182,Sistem dan Teknologi Informasi,P
II4051-2013,2013,Rekayasa Sistem Multimedia,2,01,2018,2,182,Sistem dan Teknologi Informasi,P
II4062-2013,2013,Data Warehouse & Business Intelligence,2,01,2018,2,182,Sistem dan Teknologi Informasi,P
II4090-2013,2013,Kerja Praktek,2,01,2018,2,182,Sistem dan Teknologi Informasi,W
II4091-2013,2013,Tugas Akhir 1 & Seminar,2,01,2018,2,182,Sistem dan Teknologi Informasi,W
II4092-2013,2013,Tugas Akhir 2,4,01,2018,2,182,Sistem dan Teknologi Informasi,W
II4472-2013,2013,Komunikasi Interpersonal,2,01,2018,2,182,Sistem dan Teknologi Informasi,W
KI1102-2013,2013,Kimia Dasar IB,2,01,2018,2,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,01,2018,2,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,02,2018,2,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,03,2018,2,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,04,2018,2,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,05,2018,2,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,16,2018,2,105,Kimia,W
KR3243-2013,2013,Celup Ikat,2,01,2018,2,172,Kriya,P
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,01,2018,2,179,Mata Kuliah Umum (MKU),W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,02,2018,2,179,Mata Kuliah Umum (MKU),W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,03,2018,2,179,Mata Kuliah Umum (MKU),W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,04,2018,2,179,Mata Kuliah Umum (MKU),W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,05,2018,2,179,Mata Kuliah Umum (MKU),W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,11,2018,2,179,Mata Kuliah Umum (MKU),W
KU1201-2013,2013,Pengantar Rekayasa & Desain II,2,06,2018,2,169,Tahap Tahun Pertama FTMD,W
KU1201-2013,2013,Pengantar Rekayasa & Desain II,2,07,2018,2,169,Tahap Tahun Pertama FTMD,W
KU1201-2013,2013,Pengantar Rekayasa & Desain II,2,08,2018,2,169,Tahap Tahun Pertama FTMD,W
KU1201-2013,2013,Pengantar Rekayasa & Desain II,2,09,2018,2,169,Tahap Tahun Pertama FTMD,W
KU1201-2013,2013,Pengantar Rekayasa & Desain II,2,10,2018,2,169,Tahap Tahun Pertama FTMD,W
KU1201-2013,2013,Pengantar Rekayasa & Desain II,2,11,2018,2,169,Tahap Tahun Pertama FTMD,W
KU2061-2013,2013,Agama dan Etika Islam,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,02,2018,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,06,2018,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,07,2018,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,09,2018,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,10,2018,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,11,2018,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,12,2018,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,17,2018,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,18,2018,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,20,2018,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,21,2018,2,179,Mata Kuliah Umum (MKU),P
KU2062-2013,2013,Agama dan Etika Protestan,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU2062-2013,2013,Agama dan Etika Protestan,2,02,2018,2,179,Mata Kuliah Umum (MKU),P
KU2062-2013,2013,Agama dan Etika Protestan,2,03,2018,2,179,Mata Kuliah Umum (MKU),P
KU2063-2013,2013,Agama dan Etika Katolik,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU2063-2013,2013,Agama dan Etika Katolik,2,02,2018,2,179,Mata Kuliah Umum (MKU),P
KU2065-2013,2013,Agama dan Etika Budha,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,03,2018,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,04,2018,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,05,2018,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,06,2018,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,07,2018,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,10,2018,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,12,2018,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,13,2018,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,14,2018,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,15,2018,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,16,2018,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,17,2018,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,21,2018,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,23,2018,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,24,2018,2,179,Mata Kuliah Umum (MKU),W
KU4012-2013,2013,Komposisi,3,02,2018,2,179,Mata Kuliah Umum (MKU),P
KU4012-2013,2013,Komposisi,3,04,2018,2,179,Mata Kuliah Umum (MKU),P
KU4070-2013,2013,Bahasa Perancis,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU4070-2013,2013,Bahasa Perancis,2,02,2018,2,179,Mata Kuliah Umum (MKU),P
KU4071-2013,2013,Bahasa Jerman,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU4071-2013,2013,Bahasa Jerman,2,02,2018,2,179,Mata Kuliah Umum (MKU),P
KU4072-2013,2013,Bahasa Jepang,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU4074-2013,2013,Politik dan Tata Pemerintahan,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU4078-2013,2013,Studium Generale,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU4078-2013,2013,Studium Generale,2,02,2018,2,179,Mata Kuliah Umum (MKU),P
KU4078-2013,2013,Studium Generale,2,03,2018,2,179,Mata Kuliah Umum (MKU),P
KU4078-2013,2013,Studium Generale,2,04,2018,2,179,Mata Kuliah Umum (MKU),P
KU4078-2013,2013,Studium Generale,2,05,2018,2,179,Mata Kuliah Umum (MKU),P
KU4078-2013,2013,Studium Generale,2,06,2018,2,179,Mata Kuliah Umum (MKU),P
KU4078-2013,2013,Studium Generale,2,07,2018,2,179,Mata Kuliah Umum (MKU),P
KU4078-2013,2013,Studium Generale,2,08,2018,2,179,Mata Kuliah Umum (MKU),P
KU4078-2013,2013,Studium Generale,2,09,2018,2,179,Mata Kuliah Umum (MKU),P
KU4078-2013,2013,Studium Generale,2,10,2018,2,179,Mata Kuliah Umum (MKU),P
KU4079-2013,2013,Pendidikan Anti Korupsi,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU4079-2013,2013,Pendidikan Anti Korupsi,2,02,2018,2,179,Mata Kuliah Umum (MKU),P
KU4079-2013,2013,Pendidikan Anti Korupsi,2,03,2018,2,179,Mata Kuliah Umum (MKU),P
KU4094-2013,2013,Pengembangan Keprofesian A,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU4095-2013,2013,Kewirausahaan,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU4095-2013,2013,Kewirausahaan,2,02,2018,2,179,Mata Kuliah Umum (MKU),P
KU4095-2013,2013,Kewirausahaan,2,03,2018,2,179,Mata Kuliah Umum (MKU),P
KU4182-2013,2013,Komunikasi Pembangunan,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU4182-2013,2013,Komunikasi Pembangunan,2,02,2018,2,179,Mata Kuliah Umum (MKU),P
KU4183-2013,2013,Sosiologi Industri,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU4183-2013,2013,Sosiologi Industri,2,02,2018,2,179,Mata Kuliah Umum (MKU),P
KU4214-2013,2013,Jurnalisme Sains dan Teknologi,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU4225-2013,2013,Filsafat Ilmu,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU4273-2013,2013,Hukum Milik Perindustrian,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU4273-2013,2013,Hukum Milik Perindustrian,2,02,2018,2,179,Mata Kuliah Umum (MKU),P
KU4273-2013,2013,Hukum Milik Perindustrian,2,03,2018,2,179,Mata Kuliah Umum (MKU),P
KU4281-2013,2013,Kontroversi Isu Sosial,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU4281-2013,2013,Kontroversi Isu Sosial,2,02,2018,2,179,Mata Kuliah Umum (MKU),P
KU4291-2013,2013,Manajemen Potensi Diri,2,01,2018,2,179,Mata Kuliah Umum (MKU),P
KU4291-2013,2013,Manajemen Potensi Diri,2,02,2018,2,179,Mata Kuliah Umum (MKU),P
KU4291-2013,2013,Manajemen Potensi Diri,2,03,2018,2,179,Mata Kuliah Umum (MKU),P
KU4294-2013,2013,Motivasi Berprestasi,2,02,2018,2,179,Mata Kuliah Umum (MKU),P
KU4294-2013,2013,Motivasi Berprestasi,2,03,2018,2,179,Mata Kuliah Umum (MKU),P
MA1201-2013,2013,Matematika IIA,4,14,2018,2,101,Matematika,W
MA1201-2013,2013,Matematika IIA,4,15,2018,2,101,Matematika,W
MA1201-2013,2013,Matematika IIA,4,52,2018,2,101,Matematika,W
MA2252-2013,2013,Pengantar Teori Bilangan,4,01,2018,2,101,Matematika,P
MA3072-2013,2013,Metode Numerik,3,01,2018,2,101,Matematika,P
MA3272-2013,2013,Metode Optimisasi,4,01,2018,2,101,Matematika,P
MA4281-2013,2013,Analisis Multivariat,4,01,2018,2,101,Matematika,P
MB4024-2013,2013,Pengembangan Produk Baru,3,01,2018,2,190,Manajemen,P
MB4042-2013,2013,Pasar Modal,3,01,2018,2,190,Manajemen,P
ME3036-2013,2013,Perubahan Iklim,3,01,2018,2,128,Meteorologi,P
ME4034-2013,2013,Kebijakan Iklim,3,01,2018,2,128,Meteorologi,P
MR4205-2013,2013,Sistem Pengadaan & Outsourcing,3,01,2018,2,144,Manajemen Rekayasa,P
MS4093-2013,2013,Pengembangan Keprofesian C,3,01,2018,2,131,Teknik Mesin,P
OS3006-2013,2013,Oseanografi Perikanan,2,01,2018,2,129,Oseanografi,P
PL3241-2013,2013,Manajemen & Administrasi Pembangunan,3,01,2018,2,154,Perencanaan Wilayah dan Kota,P
PL4005-2013,2013,Kapita Selekta,2,01,2018,2,154,Perencanaan Wilayah dan Kota,P
TF3202-2013,2013,Lingkungan dan Energi,2,01,2018,2,133,Teknik Fisika,P
TL2105-2013,2013,Kesehatan Lingkungan,3,01,2018,2,153,Teknik Lingkungan,P
TL2105-2013,2013,Kesehatan Lingkungan,3,02,2018,2,153,Teknik Lingkungan,P
TM4031-2013,2013,Intelgensia Artifisial Perminyakan,3,01,2018,2,122,Teknik Perminyakan,P
EL1200-2013,2013,Pengantar Analisis Rangkaian,2,01,2018,3,132,Teknik Elektro,W
FI1101-2013,2013,Fisika Dasar IA,4,01,2018,3,102,Fisika,W
FI1201-2013,2013,Fisika Dasar IIA,4,01,2018,3,102,Fisika,W
IF2111-2013,2013,Algoritma dan Struktur Data,3,01,2018,3,135,Teknik Informatika,W
IF2120-2013,2013,Matematika Diskrit,3,01,2018,3,135,Teknik Informatika,W
IF3110-2013,2013,Pengembangan Aplikasi Berbasis Web,2,01,2018,3,135,Teknik Informatika,W
IF3130-2013,2013,Jaringan Komputer,3,01,2018,3,135,Teknik Informatika,W
IF3230-2013,2013,Sistem Paralel dan Terdistribusi,3,01,2018,3,135,Teknik Informatika,W
IF4043-2013,2013,Sistem Informasi Lanjut,3,01,2018,3,135,Teknik Informatika,P
IF4091-2013,2013,Tugas Akhir I & Seminar,2,01,2018,3,135,Teknik Informatika,W
IF4092-2013,2013,Tugas Akhir II,4,01,2018,3,135,Teknik Informatika,W
II4090-2013,2013,Kerja Praktek,2,01,2018,3,182,Sistem dan Teknologi Informasi,W
II4091-2013,2013,Tugas Akhir 1 & Seminar,2,01,2018,3,182,Sistem dan Teknologi Informasi,W
II4092-2013,2013,Tugas Akhir 2,4,01,2018,3,182,Sistem dan Teknologi Informasi,W
KI1102-2013,2013,Kimia Dasar IB,2,01,2018,3,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,01,2018,3,105,Kimia,W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,01,2018,3,179,Mata Kuliah Umum (MKU),W
AS2005-2019,2019,Astronomi dan Lingkungan,2,02,2019,1,103,Astronomi,P
BI2001-2019,2019,Pengetahuan Lingkungan,2,01,2019,1,106,Biologi,P
BI2001-2019,2019,Pengetahuan Lingkungan,2,11,2019,1,106,Biologi,P
BI2001-2019,2019,Pengetahuan Lingkungan,2,12,2019,1,106,Biologi,P
BI2001-2019,2019,Pengetahuan Lingkungan,2,13,2019,1,106,Biologi,P
BI2001-2019,2019,Pengetahuan Lingkungan,2,14,2019,1,106,Biologi,P
BM3104-2019,2019,Pengantar Bioinformatik untuk Mikrobiologi,2,01,2019,1,104,Mikrobiologi,P
DK3014-2019,2019,Psikologi Persepsi,3,01,2019,1,174,Desain Komunikasi Visual,P
DK3014-2019,2019,Psikologi Persepsi,3,02,2019,1,174,Desain Komunikasi Visual,P
DK3016-2019,2019,Psikologi Sosial,3,01,2019,1,174,Desain Komunikasi Visual,P
DP3011-2019,2019,Berpikir Desain,3,01,2019,1,175,Desain Produk,P
EL1200-2019,2019,Pengantar Analisis Rangkaian,2,01,2019,1,132,Teknik Elektro,W
FI1101-2019,2019,Fisika Dasar IA,4,15,2019,1,102,Fisika,W
FI1101-2019,2019,Fisika Dasar IA,4,16,2019,1,102,Fisika,W
FI1101-2019,2019,Fisika Dasar IA,4,17,2019,1,102,Fisika,W
FI1101-2019,2019,Fisika Dasar IA,4,18,2019,1,102,Fisika,W
FI1101-2019,2019,Fisika Dasar IA,4,19,2019,1,102,Fisika,W
FI1101-2019,2019,Fisika Dasar IA,4,20,2019,1,102,Fisika,W
FI1101-2019,2019,Fisika Dasar IA,4,38,2019,1,102,Fisika,W
IF1210-2019,2019,Dasar Pemrograman,2,01,2019,1,135,Teknik Informatika,W
IF2110-2019,2019,Algoritma & Struktur Data,4,01,2019,1,135,Teknik Informatika,W
IF2110-2019,2019,Algoritma & Struktur Data,4,02,2019,1,135,Teknik Informatika,W
IF2110-2019,2019,Algoritma & Struktur Data,4,03,2019,1,135,Teknik Informatika,W
IF2111-2019,2019,Algoritma dan Struktur Data STI,3,01,2019,1,135,Teknik Informatika,W
IF2120-2019,2019,Matematika Diskrit,3,01,2019,1,135,Teknik Informatika,W
IF2120-2019,2019,Matematika Diskrit,3,02,2019,1,135,Teknik Informatika,W
IF2120-2019,2019,Matematika Diskrit,3,03,2019,1,135,Teknik Informatika,W
IF2121-2019,2019,Logika Komputasional,2,01,2019,1,135,Teknik Informatika,W
IF2121-2019,2019,Logika Komputasional,2,02,2019,1,135,Teknik Informatika,W
IF2121-2019,2019,Logika Komputasional,2,03,2019,1,135,Teknik Informatika,W
IF2123-2019,2019,Aljabar Linier dan Geometri,3,01,2019,1,135,Teknik Informatika,W
IF2123-2019,2019,Aljabar Linier dan Geometri,3,02,2019,1,135,Teknik Informatika,W
IF2123-2019,2019,Aljabar Linier dan Geometri,3,03,2019,1,135,Teknik Informatika,W
IF2124-2019,2019,Teori Bahasa Formal dan Otomata,3,01,2019,1,135,Teknik Informatika,W
IF2124-2019,2019,Teori Bahasa Formal dan Otomata,3,02,2019,1,135,Teknik Informatika,W
IF2124-2019,2019,Teori Bahasa Formal dan Otomata,3,03,2019,1,135,Teknik Informatika,W
IF2130-2019,2019,Organisasi dan Arsitektur Komputer,3,01,2019,1,135,Teknik Informatika,W
IF2130-2019,2019,Organisasi dan Arsitektur Komputer,3,02,2019,1,135,Teknik Informatika,W
IF2130-2019,2019,Organisasi dan Arsitektur Komputer,3,03,2019,1,135,Teknik Informatika,W
IF2140-2019,2019,Pemodelan Basis Data,3,01,2019,1,135,Teknik Informatika,W
IF3110-2019,2019,Pengembangan Aplikasi Berbasis Web,2,01,2019,1,135,Teknik Informatika,W
IF3110-2019,2019,Pengembangan Aplikasi Berbasis Web,2,02,2019,1,135,Teknik Informatika,W
IF3110-2019,2019,Pengembangan Aplikasi Berbasis Web,2,03,2019,1,135,Teknik Informatika,W
IF3130-2019,2019,Jaringan Komputer,3,01,2019,1,135,Teknik Informatika,W
IF3130-2019,2019,Jaringan Komputer,3,02,2019,1,135,Teknik Informatika,W
IF3130-2019,2019,Jaringan Komputer,3,03,2019,1,135,Teknik Informatika,W
IF3140-2019,2019,Manajemen Basis Data,2,01,2019,1,135,Teknik Informatika,W
IF3140-2019,2019,Manajemen Basis Data,2,02,2019,1,135,Teknik Informatika,W
IF3140-2019,2019,Manajemen Basis Data,2,03,2019,1,135,Teknik Informatika,W
IF3141-2019,2019,Sistem Informasi,3,01,2019,1,135,Teknik Informatika,W
IF3141-2019,2019,Sistem Informasi,3,02,2019,1,135,Teknik Informatika,W
IF3141-2019,2019,Sistem Informasi,3,03,2019,1,135,Teknik Informatika,W
